HRG_Code,HRG_Desc,HRG_Version,HRG_Type,Exc_All_Settings,HRG_Chapter_Code,HRG_Chapter_Desc,HRG_SubChapter_Code,HRG_SubChapter_Desc
SC23Z,Deliver a Fraction of Complex Treatment on a Megavoltage Machine,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC24Z,Deliver a Fraction of Radiotherapy on a Megavoltage Machine using General Anaesthetic,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC25Z,Deliver a Fraction of Total Body Irradiation,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC26Z,Deliver a Fraction of Intracavitary Radiotherapy without General Anaesthetic,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC27Z,Deliver a Fraction of Intracavitary Radiotherapy with General Anaesthetic,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC28Z,Deliver a Fraction of Interstitial Radiotherapy,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC29Z,Other Radiotherapy Treatment,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC30Z,Deliver a Fraction of Intraluminal Brachytherapy,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC31Z,Deliver a Fraction of Adaptive Radiotherapy on a Megavoltage Machine,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC40Z,Preparation for Intensity Modulated Radiation Therapy,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC41Z,"Preparation for Intensity Modulated Radiation Therapy, with Technical Support",4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC42Z,Preparation for Total Body Irradiation,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC43Z,"Preparation for Total Body Irradiation, with Technical Support",4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC44Z,Preparation for Hemi-Body Irradiation,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC45Z,Preparation for Simple Radiotherapy with Imaging and Dosimetry,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC46Z,"Preparation for Simple Radiotherapy with Imaging and Dosimetry, with Technical Support",4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC47Z,Preparation for Simple Radiotherapy with Imaging and Simple Calculation,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC48Z,"Preparation for Simple Radiotherapy with Imaging and Simple Calculation, with Technical Support",4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC49Z,Preparation for Superficial Radiotherapy with Simple Calculation,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC50Z,"Preparation for Superficial Radiotherapy with Simple Calculation, with Technical Support",4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC51Z,Preparation for Complex Conformal Radiotherapy,4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC52Z,"Preparation for Complex Conformal Radiotherapy, with Technical Support",4+,U,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC53Z,Preparation for Intraluminal Brachytherapy,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC54Z,Preparation for Intracavitary Brachytherapy,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC55Z,Preparation for Interstitial Brachytherapy,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC56Z,Other External Beam Radiotherapy Preparation,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC57Z,Other Brachytherapy Preparation,4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SC97Z,Same Day Radiotherapy Admission or Attendance (excluding Brachytherapy),4+,C,N,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SC,Radiotherapy
SD01A,"Inpatient Specialist Palliative Care, 19 years and over",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
SD01B,"Inpatient Specialist Palliative Care, 18 years and under",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
SD02A,"Inpatient Specialist Palliative Care, Same Day, 19 years and over",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
SD02B,"Inpatient Specialist Palliative Care, Same Day, 18 years and under",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
SD03A,"Hospital Specialist Palliative Care Support, 19 years and over",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
SD03B,"Hospital Specialist Palliative Care Support, 18 years and under",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
SD04A,"Medical Specialist Palliative Care Attendance, 19 years and over",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
SD04B,"Medical Specialist Palliative Care Attendance, 18 years and under",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
SD05A,"Non-Medical Specialist Palliative Care Attendance, 19 years and over",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
SD05B,"Non-Medical Specialist Palliative Care Attendance, 18 years and under",4+,U,Y,S,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",SD,Specialist Palliative Care
UZ01Z,Data Invalid for Grouping,4+,C,N,U,Undefined Groups,UZ,Undefined Groups
VA10A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 0",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA10B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 0",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA10C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 0",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA10D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 0",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA11A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 1-8",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA11B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 1-8",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA11C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 1-8",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA11D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 1-8",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA12A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 9-18",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA12B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 9-18",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA12C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 9-18",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA12D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 9-18",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA13A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 19-29",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA13B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 19-29",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA13C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 19-29",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA13D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 19-29",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA14A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score 30-44",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA14B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score 30-44",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA14C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score 30-44",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA14D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score 30-44",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA15A,"Multiple Trauma with Diagnosis Score <=23, with Intervention Score >=45",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA15B,"Multiple Trauma with Diagnosis Score 24-32, with Intervention Score >=45",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA15C,"Multiple Trauma with Diagnosis Score 33-50, with Intervention Score >=45",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VA15D,"Multiple Trauma with Diagnosis Score >=51, with Intervention Score >=45",4+,C,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VA,Multiple Trauma
VB01Z,"Emergency Medicine, Any Investigation with Category 5 Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB02Z,"Emergency Medicine, Category 3 Investigation with Category 4 Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB03Z,"Emergency Medicine, Category 3 Investigation with Category 1-3 Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB04Z,"Emergency Medicine, Category 2 Investigation with Category 4 Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB05Z,"Emergency Medicine, Category 2 Investigation with Category 3 Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB06Z,"Emergency Medicine, Category 1 Investigation with Category 3-4 Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB07Z,"Emergency Medicine, Category 2 Investigation with Category 2 Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB08Z,"Emergency Medicine, Category 2 Investigation with Category 1 Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB09Z,"Emergency Medicine, Category 1 Investigation with Category 1-2 Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB10Z,"Emergency Medicine, Dental Care",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB11Z,"Emergency Medicine, No Investigation with No Significant Treatment",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VB99Z,"Emergency Medicine, Patient Dead On Arrival",4+,E,N,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VB,Emergency Medicine
VC01Z,"Assessment for Rehabilitation, Unidisciplinary",4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC02Z,"Assessment for Rehabilitation, Multidisciplinary, Non-Specialist",4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC03Z,"Assessment for Rehabilitation, Multidisciplinary, Specialist",4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC04Z,Rehabilitation for Stroke,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC06Z,Rehabilitation for Brain Injuries,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC08Z,Rehabilitation for Spinal Cord Injuries,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC10Z,Rehabilitation for Pain Syndromes,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC12Z,Rehabilitation for Other Neurological Disorders,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC14Z,Rehabilitation for Amputation of Limb,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC16Z,Rehabilitation for Hip Fracture,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC18Z,Rehabilitation for Joint Replacement,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC20Z,Rehabilitation for Inflammatory Arthritis,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC22Z,Rehabilitation for Non-Inflammatory Arthritis,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC24Z,Rehabilitation for Other Musculoskeletal Disorders,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC26Z,Rehabilitation for Drug or Alcohol Addiction,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC28Z,Rehabilitation for Other Psychiatric Disorders,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC30Z,Rehabilitation for Burns,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC32Z,Rehabilitation following Head and Neck Reconstructive Surgery,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC34Z,Rehabilitation following Other Reconstructive Surgery,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC36Z,Rehabilitation for Other Trauma,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC38Z,Rehabilitation for Acute Myocardial Infarction or Other Cardiac Disorders,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC40Z,Rehabilitation for Respiratory Disorders,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
VC42Z,Rehabilitation for Other Disorders,4+,U,Y,V,"Multiple Trauma, Emergency Medicine and Rehabilitation",VC,Rehabilitation
WD01Z,"Delirium, treated by a Non-Specialist Mental Health Service Provider",4+,C,Y,W,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",WD,Treatment of Mental Health Patients by Non-Mental Health Service Providers
WD02Z,"Alzheimers Disease or Dementia, treated by a Non-Specialist Mental Health Service Provider",4+,C,Y,W,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",WD,Treatment of Mental Health Patients by Non-Mental Health Service Providers
WD03Z,"Personality Disorders, treated by a Non-Specialist Mental Health Service Provider",4+,C,Y,W,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",WD,Treatment of Mental Health Patients by Non-Mental Health Service Providers
WD04Z,"Behavioural Syndromes, treated by a Non-Specialist Mental Health Service Provider",4+,C,Y,W,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",WD,Treatment of Mental Health Patients by Non-Mental Health Service Providers
WD05Z,"Neurotic, Stress-Related or Somatoform Disorders, treated by a Non-Specialist Mental Health Service Provider",4+,C,Y,W,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",WD,Treatment of Mental Health Patients by Non-Mental Health Service Providers
WD06Z,"Mood Affective Disorders, treated by a Non-Specialist Mental Health Service Provider",4+,C,Y,W,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",WD,Treatment of Mental Health Patients by Non-Mental Health Service Providers
WD07Z,"Schizophrenia, Schizotypal or Delusional Disorders, treated by a Non-Specialist Mental Health Service Provider",4+,C,Y,W,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",WD,Treatment of Mental Health Patients by Non-Mental Health Service Providers
WD08Z,"Mental and Behavioural Disorders Due to Drug or Alcohol Use, treated by a Non-Specialist Mental Health Service Provider",4+,C,Y,W,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",WD,Treatment of Mental Health Patients by Non-Mental Health Service Providers
WD09Z,"Other Mental Health Disorders, treated by a Non-Specialist Mental Health Service Provider",4+,C,Y,W,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",WD,Treatment of Mental Health Patients by Non-Mental Health Service Providers
